Supplementary Data 3. Differentially expressed genes induced by TBI in individual cell clusters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columns A-G show statistics on cell type marker genes. Log.fold.change is log fold change between the groups (positive values have higher expression in TBI, negative values have higher expression in Sham). PCT.TBI is percent of single cells gene is expressed in TBI single cells of the cell type and PCT.TBI is the percent of single cells which express the gene from the cell type of interest in Sham samples. Columns I-AB give the gene signatures for the hippocampal cell types with p values (Pval) and fold changes (FC) shown for each cell type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Type,Gene,Log.fold.change,PCT.TBI,PCT.Sham,P Value,FDR,,Genes,Ependymal_Pval,Ependymal_FC,Oligodendrocytes_Pval,Oligodendrocytes_FC,Astrocytes_Pval,Astrocytes_FC,Oligodendrocyte Progenitor Cells_Pval,Oligodendrocyte Progenitor Cells_FC,Neurons_Pval,Neurons_FC,Unknown1_Pval,Unknown1_FC,Unknown2_Pval,Unknown2_FC,Mural_Pval,Mural_FC,Microglia_Pval,Microglia_FC,Endothelial_Pval,Endothelial_FC,CA3_Pval,CA3 FC,CA Subtype 1_Pval,CA Subtype 1 FC,CA Subtype 2_Pval,CA Subtype 2 FC,CA1_Pval,CA1 FC,GABAergic_Pval,GABAergic FC,Neuronal Subtype 1_Pval,Neuronal Subtype 1 FC,Neuronal Subtype 2_Pval,Neuronal Subtype 2 FC,DG_Pval,DG FC,Whole Tissue_Pval,Whole Tissue FC,Number of Significant Cell Types
Astrocytes,Cadm4,0.603533716,0.208,0.115,2.75E-09,2.15E-06,,Grcc10,---,---,---,---,8.56E-12,-0.640670535,---,---,2.43E-05,-0.635858369,---,---,0.001281503,-1.751800778,---,---,---,---,---,---,---,---,0.015910554,-0.797325235,---,---,0.010718391,-0.79695014,---,---,0.023698815,-0.63774201,---,---,---,---,1.80E-17,-0.429340945,7
Astrocytes,Cfl1,0.462451005,0.429,0.336,2.78E-09,2.17E-06,,Prkce,---,---,---,---,4.81E-07,0.256241542,---,---,1.28E-23,1.067433825,---,---,---,---,---,---,---,---,---,---,---,---,0.000183103,0.758856864,---,---,0.000477451,0.969004422,---,---,0.010676811,0.852535321,---,---,8.73E-08,0.774024483,9.24E-17,0.45110119,7
Astrocytes,Ubc,0.386484672,0.537,0.502,3.44E-09,2.69E-06,,Hspa5,0.00227422,0.740278614,5.45E-08,0.599645527,0.000878731,0.347300699,---,---,---,---,---,---,---,---,---,---,0.042014391,0.285984057,0.001049777,0.359480723,---,---,---,---,---,---,---,---,---,---,---,---,---,---,5.11E-05,0.930542823,1.79E-30,0.539949977,7
Astrocytes,Gng3,-0.431978889,0.123,0.226,3.45E-09,2.69E-06,,Cfl1,---,---,4.06E-11,0.51536806,2.78E-09,0.462451005,---,---,0.000107967,0.486875821,---,---,---,---,---,---,0.001355659,0.420637816,---,---,---,---,0.036275505,0.474693984,---,---,---,---,---,---,0.037799976,0.68197259,---,---,---,---,9.36E-24,0.442801107,7
Astrocytes,Fam171b,-0.427781628,0.372,0.498,3.50E-09,2.74E-06,,Ifitm3,0.000997611,-0.93777743,---,---,1.63E-06,0.746617165,---,---,---,---,---,---,---,---,---,---,3.96E-05,2.035359332,1.18E-08,0.736547347,---,---,---,---,0.019504633,0.703307681,---,---,---,---,---,---,---,---,---,---,3.39E-34,1.121148122,6
Astrocytes,Nefl,-0.431282288,0.208,0.33,3.58E-09,2.80E-06,,Rpl38,---,---,2.55E-10,0.609975556,0.000880182,0.271147757,---,---,3.55E-05,0.45747322,---,---,---,---,---,---,---,---,---,---,---,---,0.011342542,0.654104701,---,---,---,---,---,---,---,---,---,---,0.023203154,0.429196381,2.00E-18,0.398522787,6
Astrocytes,Spink8,-0.879919708,0.071,0.149,4.51E-09,3.53E-06,,Rpl39,---,---,2.28E-12,0.653425624,4.87E-09,0.482088466,0.001585787,0.698340534,---,---,---,---,---,---,---,---,5.66E-05,0.487458762,0.001110699,0.258897118,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.19E-37,0.54903917,6
Astrocytes,Ndrg4,-0.590676321,0.216,0.331,4.84E-09,3.78E-06,,Rpl34,---,---,2.71E-07,0.507268917,---,---,---,---,0.001262562,0.445573948,---,---,---,---,---,---,8.68E-05,0.458272488,2.90E-06,0.570569921,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.017692779,0.39640668,7.57E-20,0.399941604,6
Astrocytes,Socs3,0.867860972,0.101,0.035,4.87E-09,3.80E-06,,Ptprs,0.006020208,-0.58608762,---,---,6.42E-05,0.44040407,---,---,0.014079545,0.422378915,---,---,---,---,---,---,---,---,---,---,---,---,0.018401025,0.743320231,---,---,0.005652344,1.101382983,---,---,0.001289707,1.120532007,---,---,---,---,---,---,6
Astrocytes,Rpl39,0.482088466,0.427,0.322,4.87E-09,3.81E-06,,Ptprn,---,---,---,---,---,---,0.016390943,0.654470497,7.20E-12,0.94229373,0.019471497,-1.066563086,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000513965,1.133123021,---,---,---,---,---,---,3.01E-09,0.966942457,0.000978886,0.254493888,6
Astrocytes,Tnfrsf1a,0.687420649,0.188,0.096,5.89E-09,4.60E-06,,Eif4g1,---,---,0.001495478,0.440383466,0.007849444,0.379013999,---,---,---,---,---,---,---,---,---,---,---,---,0.009925448,0.744389205,---,---,---,---,---,---,0.023667729,0.455208454,---,---,0.005902305,0.572515809,---,---,---,---,4.53E-08,0.335463144,6
Astrocytes,App,-0.560860087,0.353,0.475,6.54E-09,5.12E-06,,Glul,---,---,---,---,1.08E-07,-0.302750004,0.025673572,-0.31892002,---,---,---,---,---,---,0.042151025,0.29992601,0.002122832,-0.524462146,---,---,---,---,---,---,0.012708377,-0.775866012,0.036858905,0.617869748,---,---,---,---,---,---,---,---,---,---,6
Astrocytes,Rps4x,0.432067741,0.551,0.511,6.98E-09,5.46E-06,,Snap47,---,---,---,---,0.000181924,-0.326219013,---,---,0.002251264,-0.370563408,0.009430845,-1.297031409,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000350877,-0.939209081,---,---,---,---,0.020844251,0.671077099,---,---,2.53E-16,-0.453184321,6
Astrocytes,Zcchc18,-0.410158292,0.232,0.35,7.01E-09,5.48E-06,,Tm9sf3,---,---,---,---,0.006953076,0.27891632,0.010825644,0.639299135,---,---,---,---,---,---,0.004694879,1.502052405,---,---,0.00685704,0.479677676,---,---,0.005378511,0.687322227,---,---,---,---,---,---,---,---,---,---,---,---,2.65E-08,0.303068551,6
Astrocytes,Dclk1,0.418158519,0.539,0.446,7.17E-09,5.61E-06,,Rps15a,---,---,3.82E-07,0.36253385,1.10E-10,0.431448047,---,---,0.044597463,0.300741912,0.022059129,0.721794842,---,---,---,---,1.36E-06,0.554764796,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3.01E-33,0.494955019,6
Astrocytes,Amotl1,0.692702762,0.137,0.058,7.22E-09,5.65E-06,,Plp1,0.020768578,1.560338622,---,---,---,---,7.12E-05,-0.866354489,---,---,4.82E-05,2.160971707,0.026061492,2.859101912,---,---,0.001260911,0.96692992,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.12E-12,-0.344186496,6
Astrocytes,Tubb2b,0.401043618,0.546,0.44,8.62E-09,6.74E-06,,Mpc2,---,---,---,---,---,---,0.034424021,-0.477883892,0.001157372,-0.349316569,---,---,---,---,---,---,---,---,---,---,---,---,0.0051145,-0.683126971,---,---,0.014380988,-0.866064037,---,---,---,---,---,---,5.73E-05,-0.712167118,1.37E-10,-0.298026346,6
Astrocytes,Tusc3,-0.526372902,0.213,0.324,8.71E-09,6.81E-06,,Dynll2,---,---,---,---,---,---,---,---,0.012143198,0.35066955,---,---,---,---,---,---,0.01187458,0.429025989,---,---,---,---,0.026230911,0.366171366,0.002492038,1.026651906,---,---,---,---,0.025361884,0.654525438,0.037705837,0.272102459,---,---,---,---,6
Astrocytes,Ncdn,0.524852868,0.296,0.297,8.72E-09,6.82E-06,,Rtn1,0.019874141,1.00088003,---,---,2.63E-09,-0.57383023,---,---,6.39E-11,-0.414880211,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.00195986,-0.544599705,---,---,---,---,---,---,---,---,6.73E-07,-0.689918662,2.22E-40,-0.679962024,6
Astrocytes,Meg3,-0.758975773,0.218,0.331,1.01E-08,7.88E-06,,Apba2,---,---,---,---,0.008976992,0.366329965,---,---,0.009172622,0.42213825,---,---,---,---,---,---,---,---,---,---,0.006600101,0.591206118,0.005612695,0.385716127,---,---,0.037100665,0.771958606,---,---,---,---,---,---,0.010247283,0.499126707,---,---,6
Astrocytes,Rgs20,0.530927503,0.348,0.254,1.07E-08,8.37E-06,,Mbp,---,---,1.67E-28,-0.371344779,3.35E-11,-0.702418461,2.44E-06,-1.536707209,0.007364359,-0.417422384,---,---,---,---,---,---,---,---,0.00168096,-0.265107479,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.34E-25,-0.573294889,6
Astrocytes,Arpc1b,0.737972293,0.104,0.038,1.09E-08,8.50E-06,,Mobp,---,---,5.11E-13,-0.353659744,---,---,0.045287767,-0.557066815,---,---,---,---,---,---,---,---,---,---,0.041868124,-0.335395627,---,---,---,---,0.039429449,0.896984909,---,---,---,---,---,---,0.009419866,-1.485372439,---,---,7.58E-12,-0.442421566,6
Astrocytes,Pgrmc1,-0.468917119,0.227,0.345,1.25E-08,9.74E-06,,Pfn2,---,---,---,---,5.18E-05,-0.266845561,0.005864359,-0.558823062,0.005181833,-0.381197726,---,---,---,---,0.024561889,1.154412542,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022080755,-0.435903775,5.31E-16,-0.417588776,6
Astrocytes,Mgst3,-0.389383958,0.095,0.186,1.28E-08,9.97E-06,,Slc1a2,---,---,0.035253662,0.411435152,---,---,---,---,0.006127605,0.29887508,---,---,---,---,0.000274243,0.650483831,---,---,---,---,---,---,---,---,---,---,0.000713118,1.165844207,---,---,---,---,0.032634924,1.296387004,0.000823107,0.377148679,---,---,6
Astrocytes,Cox4i1,-0.278124144,0.786,0.848,1.32E-08,1.03E-05,,Rps2,---,---,0.000764598,0.297748001,---,---,---,---,0.003093373,0.355098596,---,---,0.01421695,0.776984921,---,---,0.001162223,0.396193573,0.003030533,0.323256927,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,4.73E-16,0.332325656,6
Astrocytes,Trim47,0.482291391,0.121,0.051,1.77E-08,1.38E-05,,Rps8,---,---,---,---,2.06E-08,0.349419446,---,---,6.61E-05,0.43616993,---,---,---,---,---,---,0.004728631,0.275175692,---,---,---,---,---,---,---,---,0.048297442,0.511006896,---,---,---,---,---,---,0.00329922,0.450149711,1.32E-16,0.308540507,6
Astrocytes,Zwint,-0.617078821,0.235,0.329,1.90E-08,1.49E-05,,Gstp1,---,---,3.86E-22,-0.686821158,5.97E-06,-0.409919395,---,---,3.12E-06,-0.545220753,---,---,---,---,---,---,---,---,---,---,---,---,0.014102579,-0.566620327,0.018439979,-1.173870406,---,---,---,---,---,---,---,---,---,---,1.59E-30,-0.695887887,6
Astrocytes,Rps8,0.349419446,0.613,0.586,2.06E-08,1.61E-05,,Atp5g1,0.008557475,0.544286533,---,---,5.49E-05,-0.292204465,---,---,0.003987001,-0.369235999,---,---,---,---,---,---,---,---,---,---,---,---,0.020109769,-0.520105216,---,---,9.88E-05,-1.116031955,---,---,0.002165032,-0.794801431,---,---,---,---,---,---,6
Astrocytes,Prdx6,-0.333611944,0.666,0.666,2.25E-08,1.76E-05,,Calb1,---,---,---,---,---,---,---,---,1.25E-10,-0.712065224,---,---,---,---,---,---,---,---,---,---,---,---,0.010934679,-1.318321629,0.02494856,1.766953706,0.029640243,-1.196252095,---,---,---,---,0.037811349,1.277404519,1.65E-13,-1.521913111,---,---,6
Astrocytes,Gabra5,-0.742211891,0.115,0.209,2.73E-08,2.14E-05,,Scg2,---,---,---,---,---,---,---,---,0.030413,-0.622902794,0.040099825,-0.947280687,---,---,---,---,---,---,---,---,---,---,0.033384752,0.560520308,---,---,---,---,0.028514943,-1.403422884,---,---,---,---,0.003623083,0.747846483,2.19E-11,-0.615296132,6
Astrocytes,Hspb6,0.626139911,0.121,0.05,3.10E-08,2.43E-05,,Pnck,0.005160019,-0.357587218,---,---,0.001065007,-0.264468717,---,---,6.50E-08,-0.683638282,0.009679235,-0.9000868,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001385296,0.373838603,---,---,0.005986665,-0.832091897,---,---,6
Astrocytes,Hspb1,0.468943585,0.113,0.045,3.29E-08,2.57E-05,,Rps26,---,---,5.57E-15,0.631493515,2.21E-09,0.455176466,0.000360955,0.560721502,---,---,---,---,---,---,---,---,1.11E-07,0.602134661,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.047709176,0.937762217,---,---,1.02E-37,0.507235662,6
Astrocytes,Vsnl1,-0.556585087,0.126,0.227,3.39E-08,2.65E-05,,Tpi1,---,---,---,---,6.16E-05,-0.28507006,---,---,0.002387203,-0.350237242,---,---,0.010325403,0.742490903,---,---,---,---,---,---,0.027001048,-0.56571375,0.048956828,-0.523149137,---,---,---,---,---,---,---,---,---,---,---,---,7.39E-11,-0.302985759,6
Astrocytes,Resp18,-0.541507546,0.053,0.128,3.52E-08,2.75E-05,,Sirt2,0.011565255,-1.027842162,1.34E-15,-0.562413645,---,---,0.000190785,-1.005667631,---,---,---,---,---,---,---,---,---,---,0.039624935,-0.467751184,1.47E-05,-0.628488295,---,---,---,---,---,---,---,---,---,---,---,---,---,---,6.12E-18,-0.685663806,6
Astrocytes,Wwtr1,0.798164448,0.146,0.067,3.63E-08,2.84E-05,,Itm2c,2.16E-06,-1.573078528,0.036878962,-0.288066295,4.03E-05,-0.336896086,---,---,4.07E-09,-0.356911669,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000131142,-0.436841079,2.95E-19,-0.335074797,6
Astrocytes,Atp5a1,-0.271867301,0.506,0.621,3.72E-08,2.91E-05,,Mpv17l,---,---,---,---,---,---,---,---,0.001037811,-0.478134266,---,---,---,---,---,---,---,---,---,---,---,---,2.63E-05,-0.809569084,0.044361068,0.375452605,---,---,---,---,0.005422105,-0.729958517,---,---,0.010475997,-0.558966229,1.30E-06,-0.304355082,6
Astrocytes,Cnksr2,-0.458196899,0.123,0.222,4.08E-08,3.19E-05,,Selm,---,---,---,---,---,---,---,---,0.001911146,-0.434239518,0.003042582,-0.761829941,0.00136194,0.263711716,---,---,---,---,---,---,0.028814625,-1.058208389,---,---,---,---,---,---,---,---,---,---,0.000132327,-0.589413822,2.55E-06,-0.944890483,---,---,6
Astrocytes,Fkbp1a,-0.421403818,0.34,0.448,4.16E-08,3.25E-05,,Zfp106,0.020278322,1.245599387,0.010629655,0.33547269,---,---,---,---,0.041238799,0.455036715,---,---,---,---,---,---,---,---,---,---,---,---,0.038345643,0.636443645,---,---,---,---,0.013723021,1.049508175,---,---,---,---,---,---,0.000170426,0.312873029,6
Astrocytes,Hpca,-0.468158709,0.226,0.343,6.03E-08,4.71E-05,,Chchd2,---,---,0.001781997,0.25396616,---,---,---,---,---,---,---,---,---,---,---,---,0.015497305,0.371393819,0.043902097,0.269264012,---,---,---,---,---,---,0.001937136,-0.660313322,---,---,---,---,0.007704078,0.654612799,0.000983855,0.398507231,---,---,6
Astrocytes,Tril,0.564489991,0.317,0.211,6.75E-08,5.28E-05,,Rpl23,0.021296915,0.349490362,1.05E-06,0.466666635,1.73E-05,0.360486716,---,---,---,---,0.047945383,0.367928762,---,---,---,---,0.000465271,0.386441184,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.81E-18,0.358031626,6
Astrocytes,Chn1,-0.55364503,0.245,0.356,7.13E-08,5.58E-05,,D4Wsu53e,---,---,5.09E-05,-0.386636374,---,---,---,---,---,---,---,---,0.048456319,-0.619906031,---,---,---,---,---,---,---,---,0.037055052,-0.387459609,---,---,0.03513775,-0.290823115,---,---,---,---,0.002888103,-0.474040429,---,---,2.47E-13,-0.336250225,6
Astrocytes,Slc1a4,0.533698529,0.253,0.152,7.34E-08,5.74E-05,,Ncl,---,---,0.000191797,0.430371142,0.008080177,0.254327939,---,---,0.038853962,0.279438787,---,---,---,---,---,---,0.003025979,0.326392965,---,---,---,---,---,---,---,---,---,---,0.020330151,0.600103825,---,---,---,---,---,---,1.42E-09,0.277305228,6
Astrocytes,Myl12b,-0.34080509,0.236,0.339,8.84E-08,6.91E-05,,mt-Tp,---,---,1.87E-06,0.799731341,---,---,0.001216544,1.215269656,7.11E-08,1.10389832,---,---,0.007304919,1.285844566,---,---,---,---,---,---,0.002428632,0.914421063,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9.01E-15,0.401790974,6
Astrocytes,Nupr1,0.947184373,0.131,0.06,1.03E-07,8.05E-05,,Sfpq,---,---,0.00035055,0.460904889,0.025946403,0.35453173,---,---,0.018680376,0.407088469,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2.35E-05,1.116246964,9.77E-05,0.742564977,4.03E-10,0.293362435,6
Astrocytes,Atp6v1d,-0.565904957,0.207,0.302,1.07E-07,8.34E-05,,Usmg5,0.033628296,0.703044038,---,---,---,---,0.010855425,0.657883839,2.51E-05,0.393412798,---,---,---,---,---,---,0.002751749,0.675258135,---,---,---,---,---,---,0.001110716,0.909453556,---,---,0.000160859,0.869787963,---,---,---,---,---,---,---,---,6
Astrocytes,Eno2,-0.423028473,0.17,0.273,1.07E-07,8.39E-05,,Calm1,0.000295643,-0.902942589,---,---,1.90E-16,-0.39476344,---,---,---,---,---,---,---,---,---,---,0.009592517,0.344045737,---,---,---,---,---,---,0.004755969,-0.271867571,0.025540372,-0.39590116,---,---,---,---,---,---,---,---,3.45E-26,-0.330091589,6
Astrocytes,Glul,-0.302750004,0.726,0.698,1.08E-07,8.43E-05,,Gap43,---,---,---,---,0.00068723,-0.25457129,---,---,0.015514825,-0.340825493,---,---,---,---,---,---,---,---,---,---,---,---,0.036511585,-0.28053437,---,---,---,---,0.016985874,0.792963973,0.010940071,-0.882103178,---,---,---,---,5.57E-08,-0.316802564,6
Astrocytes,Sdc4,0.370958566,0.567,0.502,1.16E-07,9.08E-05,,Bmyc,---,---,---,---,1.18E-05,-0.272130826,---,---,0.001358328,-0.469192358,---,---,---,---,---,---,---,---,---,---,0.005625428,-0.671012545,---,---,0.034289063,-0.828983853,---,---,0.00062006,0.379382153,---,---,0.038721276,0.931446066,---,---,---,---,6
Astrocytes,Atp1b2,0.395761377,0.604,0.502,1.37E-07,0.000106975,,mt-Nd1,2.93E-06,1.151922962,2.31E-22,0.480679358,---,---,---,---,3.60E-09,0.349639027,0.048872113,0.528652679,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.66E-05,0.832055969,---,---,0.000790095,0.844334701,---,---,---,---,---,---,6
Astrocytes,Ndufs7,-0.437052202,0.316,0.427,1.51E-07,0.000118159,,Paip2,---,---,0.003759841,-0.342367253,---,---,---,---,0.000118334,-0.486409151,---,---,---,---,---,---,---,---,---,---,---,---,0.046253075,-0.580872537,---,---,0.046293439,-1.050217469,0.003329201,-0.948687779,---,---,---,---,---,---,2.00E-07,-0.264203449,6
Astrocytes,Wnt7b,0.657468909,0.138,0.072,1.64E-07,0.000128611,,Atp2a2,0.007924357,-1.143020307,0.005836631,0.250697538,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.023019766,-0.572648822,0.009390974,0.360718669,---,---,---,---,---,---,0.000132351,1.360419374,0.004278835,1.148822492,---,---,---,---,6
Astrocytes,Pdlim4,0.397596841,0.338,0.227,1.85E-07,0.000144704,,Hsp90aa1,1.14E-05,-1.007359242,---,---,---,---,0.000683866,0.599027239,6.26E-11,0.426463352,---,---,---,---,---,---,---,---,0.030484922,0.478936359,---,---,---,---,---,---,0.003318488,0.510534192,---,---,---,---,---,---,2.67E-10,0.907144369,---,---,6
Astrocytes,Wbp5,-0.524475601,0.129,0.212,2.43E-07,0.00019037,,Chn1,0.018665327,-0.285246097,---,---,7.13E-08,-0.55364503,---,---,7.40E-06,-0.466974493,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.005495556,-0.521952048,---,---,---,---,---,---,0.018211815,-0.349383597,1.08E-28,-0.740767517,6
Astrocytes,Uqcrc2,-0.365376226,0.331,0.45,2.62E-07,0.000205125,,Ptma,0.000269383,-0.960457063,2.59E-10,0.360014168,2.71E-07,0.424029929,---,---,1.48E-07,0.582782831,---,---,---,---,0.017632827,1.030616087,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.77E-23,0.364260282,6
Astrocytes,Ptma,0.424029929,0.387,0.297,2.71E-07,0.000212052,,Zbtb38,---,---,---,---,0.005218235,0.567612021,0.031577426,0.720901897,0.000711369,0.50394666,---,---,0.043825157,1.575353675,---,---,---,---,---,---,---,---,---,---,0.034960431,0.271349631,---,---,---,---,---,---,---,---,---,---,2.46E-06,0.349701343,6
Astrocytes,A030009H04Rik,-0.322599255,0.088,0.167,2.84E-07,0.00022213,,Vps29,---,---,---,---,0.002160551,-0.254720136,---,---,5.41E-06,-0.715606194,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.026980069,-0.410527445,0.021223158,-0.654931294,---,---,---,---,---,---,0.004693297,-0.632320162,1.50E-10,-0.322730859,6
Astrocytes,Rpl23a,0.367859626,0.515,0.461,3.03E-07,0.000236694,,Junb,---,---,0.001148125,0.519936898,0.000576415,0.466063947,---,---,---,---,---,---,---,---,---,---,0.000121634,-0.407583411,0.014786776,0.280372581,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.017104275,0.723595341,2.08E-14,0.304781361,6
Astrocytes,Pld3,-0.424694845,0.157,0.257,3.77E-07,0.000295144,,Jund,---,---,5.45E-06,0.4357245,6.71E-07,0.516847695,0.0001609,0.610656365,5.75E-07,0.936693873,---,---,---,---,---,---,---,---,1.42E-12,1.046068168,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,8.18E-31,0.612277505,6
Astrocytes,Cd9,0.3064584,0.449,0.35,3.88E-07,0.000303427,,Malat1,1.05E-06,-1.357055702,---,---,---,---,---,---,2.72E-06,0.55125445,---,---,---,---,---,---,6.49E-06,-0.396242597,0.0034285,-0.306702959,---,---,0.046446493,0.316718879,---,---,---,---,---,---,---,---,---,---,0.023329451,0.576381042,---,---,6
Astrocytes,Adamts1,0.649275131,0.17,0.092,4.68E-07,0.000366293,,Zfand5,0.033737085,-0.977340637,0.004422957,-0.324629213,---,---,---,---,0.000502817,-0.406486522,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.037298301,-0.503470789,---,---,0.023152254,-1.167330659,0.048636241,-0.471175526,---,---,6
Astrocytes,Prkce,0.256241542,0.201,0.24,4.81E-07,0.000376046,,Arl6ip1,2.48E-07,0.651420932,---,---,6.30E-06,-0.295232363,---,---,5.15E-08,-0.552578382,0.020323748,-0.823870462,---,---,---,---,---,---,---,---,0.011942326,-0.956703393,---,---,---,---,---,---,---,---,---,---,---,---,6.50E-08,-0.941648436,---,---,6
Astrocytes,Arpp21,-0.29603568,0.113,0.193,4.85E-07,0.00037937,,Stmn3,---,---,---,---,9.09E-14,-0.734732977,---,---,5.74E-10,-0.553590863,---,---,---,---,---,---,---,---,---,---,---,---,0.000140808,-0.619182916,---,---,0.000881587,-0.5566571,---,---,0.002480713,-0.697794248,---,---,---,---,3.15E-33,-0.773597002,6
Astrocytes,Chchd6,-0.479126075,0.071,0.142,4.88E-07,0.000381569,,Fth1,1.82E-05,-0.590925129,---,---,---,---,---,---,---,---,---,---,0.000847579,0.992479131,---,---,0.000805927,0.49609441,0.024645461,0.296977421,---,---,---,---,0.043197366,-0.357955911,---,---,---,---,---,---,---,---,0.004176749,-0.376631292,---,---,6
Astrocytes,Rps27,0.404360024,0.532,0.458,4.98E-07,0.000389702,,Ubb,---,---,---,---,---,---,---,---,0.000186859,-0.309784603,---,---,---,---,---,---,---,---,0.003912273,-0.35304561,---,---,0.02812795,-0.334356792,0.021237338,-0.736956161,6.80E-05,-0.639072729,---,---,0.034711694,-0.465297575,---,---,---,---,---,---,6
Astrocytes,Atp6ap2,-0.437971739,0.258,0.344,5.56E-07,0.000434691,,Smim14,---,---,0.000215662,-0.461423841,---,---,---,---,0.016243,-0.474805713,---,---,---,---,---,---,---,---,0.014360954,-0.268871357,---,---,---,---,---,---,---,---,0.026769769,-1.071688729,---,---,0.040037592,-1.101204719,---,---,4.64E-09,-0.309866621,6
Astrocytes,Jund,0.516847695,0.197,0.115,6.71E-07,0.000524916,,Vegfa,---,---,---,---,7.29E-05,0.522728429,0.029839608,0.861662975,---,---,---,---,---,---,---,---,---,---,---,---,0.032382197,0.572123163,---,---,0.041882957,0.254227932,---,---,---,---,---,---,0.021753718,0.254495675,---,---,1.14E-10,0.500754951,6
Astrocytes,Nsg2,-0.322246331,0.181,0.283,7.72E-07,0.000604071,,Serpine2,1.54E-05,-0.94866535,---,---,---,---,---,---,---,---,---,---,0.014199186,2.045163429,---,---,0.01816057,-0.536631862,0.022914174,-0.70496501,---,---,---,---,---,---,---,---,---,---,---,---,0.009567135,-0.995283303,0.019762672,-0.699410458,---,---,6
Astrocytes,Guk1,-0.451096606,0.17,0.268,8.11E-07,0.000634185,,Rps12,---,---,4.37E-10,0.55377967,2.79E-06,0.367017731,0.004110327,0.629812399,---,---,---,---,---,---,---,---,4.67E-06,0.354952577,---,---,---,---,0.049368021,0.470797141,---,---,---,---,---,---,---,---,---,---,---,---,1.60E-31,0.482320087,6
Astrocytes,Arhgef12,0.452051314,0.276,0.184,8.53E-07,0.00066673,,Rps19,---,---,1.53E-06,0.394281979,---,---,0.019435227,0.498799508,---,---,---,---,---,---,---,---,0.000290735,0.346452869,0.001399749,0.309047023,---,---,---,---,---,---,---,---,0.001255101,-0.934682425,---,---,---,---,---,---,3.89E-13,0.313158716,6
Astrocytes,Cox8a,-0.30158923,0.729,0.784,8.87E-07,0.000693789,,Dclk1,---,---,---,---,7.17E-09,0.418158519,---,---,0.010355533,0.412023833,---,---,---,---,---,---,---,---,---,---,---,---,0.00101291,0.819936055,---,---,0.020506249,0.583575961,---,---,0.015447419,0.267408581,---,---,---,---,0.000210849,0.279724833,6
Astrocytes,Cox6a1,-0.301874056,0.68,0.767,9.43E-07,0.000737586,,Tpt1,---,---,3.20E-07,0.361784153,---,---,---,---,3.38E-28,1.082556525,---,---,---,---,0.004627026,-0.665403036,0.003474146,0.414526265,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3.49E-13,1.10625462,5.95E-29,0.418511399,6
Astrocytes,Cav2,0.452936016,0.245,0.15,9.46E-07,0.000739509,,Npc2,3.64E-05,1.765929619,0.007645044,-0.293401848,---,---,---,---,---,---,---,---,---,---,---,---,0.000184798,0.473533403,---,---,0.001391118,-0.580673294,---,---,---,---,0.0457196,-0.857287718,0.042290496,-1.179611942,---,---,---,---,---,---,---,---,6
Astrocytes,S100a6,0.639403163,0.273,0.187,9.86E-07,0.000770832,,Ube2o,---,---,---,---,---,---,---,---,0.001976181,0.622230397,---,---,---,---,---,---,---,---,---,---,0.005822002,0.519060287,---,---,0.018174728,1.274751714,0.019704675,1.034377712,---,---,0.00447743,1.628530468,0.003286351,0.744482825,---,---,---,---,6
